ID,num,,,
Violeta Tamašauskienė,0,,,
Violeta Toleikienė,4,,,
Virgilija Beganskaitė,0,,,
Virgilijus Pozingis,0,,,
Virgina Šakalienė,0,,,
Virginija Kalesnikienė,0,,,
Virginija Snimuškina,0,,,
Virginija Žoštautienė,25,,,
Virginijus Šmigelskas,0,,,
Virginijus Daukšys,5,,,
Virginijus Gedgaudas,0,,,
Virginijus Kanapinskas,6,,,
Virginijus Pauža,0,,,
Virginijus Varnaitis,1,,,
Virmantė Voinilko,18,,,
Visvaldas Varžinskas,0,,,
Vita Baliukevičienė,50,,,
Vita Beržiūnaitė,0,,,
Vita Ramanauskaitė,7,,,
Vita Šulskytė,0,,,
Vitalij Miloradovič,0,,,
Vitalija Bujanauskienė,0,,,
Vitalija Griškova,53,,,
Vitalija Jankauskaitė-Milčiuvienė,0,,,
Vitalijus Andrejevas,3,,,
Vitalijus Auglys,40,,,
Vitalijus Vaikšnoras,0,,,
Vitas Antanas Kelevišius,0,,,
Vitoldas Sobolis,0,,,
Vladas Achmatovas,0,,,
Vladas Turčinavičius,0,,,
Vladas Vansevičius,0,,,
Vladimir Chmel,0,,,
Vladimir Banel,12,,,
Vladislav Petkevič,0,,,
Vladislavas Kondratovičius,0,,,
Vydūnas Sadauskas,0,,,
Vydūnas Trapinskas,0,,,
Vygantas Katkevičius,0,,,
Vygintas Gasparavičius,1,,,
Vykintas Vaitkevičius,0,,,
Vytas Lukšys,2,,,
Vytas Miliauskas,0,,,
Vytautas Kisielius,1,,,
Vytautas Vabravičius,0,,,
Vytautas Antanas Januška,9,,,
Vytautas Babravičius,0,,,
Vytautas Buivydas,4,,,
Vytautas Čepukas,0,,,
Vytautas Černevičius,0,,,
Vytautas Gailiušas,2,,,
Vytautas Giedraitis,1,,,
Vytautas Giržadas,0,,,
Vytautas Grašys,0,,,
Vytautas Jurgis Bubnys,0,,,
Vytautas Kazimieras Aranauskas,9,,,
Vytautas Klimas,0,,,
Vytautas Lapinskas,0,,,
Vytautas Mikalauskas,0,,,
Vytautas Ratkevičius,0,,,
Vytautas Rudokas,0,,,
Vytautas Sinkevičius,5,,,
Vytautas Stančikas,0,,,
Vytautas Urbaitis,0,,,
Vytautas Vaclovas Geštautas,0,,,
Vytautas Valentinavičius,47,,,
Vytautas Vitkauskas,0,,,
Vytautas Zabielskas,0,,,
Vytautė Kazlauskaitė-Švenčionienė,17,,,
Vytautė Šmaižytė,0,,,
Vytenis Fuks,0,,,
Vytenis Gudelis,0,,,
Vytis Muliuolis,21,,,
Žana Jerochovienė,37,,,
Žaneta Rudaitienė,5,,,
Žaneta Simanavičienė,0,,,
Žaneta Vaškevičienė,0,,,
Zbignev Glazko,1,,,
Zbignev Semenovič,0,,,
Zbnignevas Ibelgauptas,1,,,
Zenon Jurgilevič,0,,,
Zenonas Dabkevičius,1,,,
Zenonas Vaigauskas,5,,,
Žibartas Juozas Jackūnas,0,,,
Zigfridas Jankauskas,0,,,
Zigmantas Merliūnas,0,,,
Žilvinas Danys,0,,,
Žilvinas Galimovas,0,,,
Žilvinas Klimka,10,,,
Žilvinas Mišeikis,0,,,
Zina Morozova,0,,,
Zita Bislienė,0,,,
Zita Eidukaitytė,0,,,
Zita Šaravina,0,,,
Zita Sorokienė,1,,,
Zita Valatkienė,0,,,
Zita Valiūnienė,0,,,
Zita Zamžickienė,0,,,
Živilė Kindurytė,0,,,
Živilė Liberienė,1,,,
Živilė Mackevičiūtė,0,,,
Živilė Rancienė,0,,,
Živilė Simonaitytė,85,,,
Živilė Turevičienė,1,,,
Živilė Uždavinytė-Kerbelė,2,,,
Živilė Verbylaitė,0,,,
Zoja Tereško,0,,,
Žydrūnas Plytnikas,41,,,
Žydrūnas Radišauskas,23,,,
Žygimantas Lisauskas,0,,,
Žygimantas Lukša,0,,,
Žygintas Pečiulis,0,,,
Dalia Matulienė,0,,,
Eglė Peciukonė,1,,,
Eugenijus Peikštenis,1,,,
Regina Jaskelevičienė,20,,,
Tomas Markevičius,0,,,
Jonas Gumbelevičius,0,,,
Reda Gabrilavičiūtė,23,,,
Jonas Markauskas,0,,,
Edita Kavoliūnienė,6,,,
Salvina Taukinaitienė,0,,,
Antanas Mikalauskas1,0,,,
Antanas Mikalauskas2,3,,,
Andrius Tarasovas,0,,,
